"","qumn","province","nhh","a4","a5","a6","MajMin","a9_1","a10","b6","c6","c11_1","c12","c32","d36aa","v1501","t101","t104","t116","t122","v1501.1","v1511","e14","e15","e16","v2507","v2508","v2509"
"6366",43850,"15",5,2,47,1,0,1,4,2,1,5,8,27,10590.2,5200,1,1,8663,280,5200,3500,2,NA,2,NA,NA,NA
"6367",43850,"15",5,2,20,2,0,1,2,2,1,5,8,27,10590.2,5200,1,1,8663,280,5200,3500,2,NA,2,NA,NA,NA
"6368",43850,"15",5,1,46,1,0,1,4,2,1,5,8,27,10590.2,5200,1,1,8663,280,5200,3500,2,NA,2,NA,NA,NA
"6369",43850,"15",5,2,22,2,0,1,2,NA,1,9,14,27,10590.2,5200,1,1,8663,280,5200,3500,NA,NA,NA,NA,NA,NA
"6370",43860,"15",3,1,53,1,1,1,4,2,1,NA,NA,27,17285.6666666667,5200,1,1,8663,280,5200,3500,2,NA,2,NA,NA,NA
"6371",43860,"15",3,2,56,1,1,1,4,2,2,NA,NA,27,17285.6666666667,5200,1,1,8663,280,5200,3500,2,NA,2,NA,NA,NA
"6372",43870,"15",3,1,32,1,0,1,4,2,1,5,8,16,6212,5200,1,1,8663,280,5200,3500,2,NA,2,NA,NA,NA
"6373",43870,"15",3,2,30,1,0,1,4,2,1,5,8,16,6212,5200,1,1,8663,280,5200,3500,2,NA,2,NA,NA,NA
"6374",43880,"15",4,1,45,1,0,1,4,2,1,5,8,21,7585.5,5200,1,1,8663,280,5200,3500,2,NA,2,NA,NA,NA
"6375",43880,"15",4,2,16,2,0,1,4,NA,1,5,9,21,7585.5,5200,1,1,8663,280,5200,3500,NA,NA,NA,NA,NA,NA
"6376",43880,"15",4,2,21,2,0,1,2,2,1,5,8,21,7585.5,5200,1,1,8663,280,5200,3500,2,NA,2,NA,NA,NA
"6377",43880,"15",4,2,48,1,0,1,4,2,1,4,5,21,7585.5,5200,1,1,8663,280,5200,3500,2,NA,2,NA,NA,NA
"6378",43890,"15",6,2,36,1,1,1,4,2,1,4,5,32,7145.66666666667,5200,1,1,8663,280,5200,3500,2,NA,2,NA,NA,NA
"6379",43890,"15",6,1,35,1,1,1,4,2,1,5,8,32,7145.66666666667,5200,1,1,8663,280,5200,3500,2,NA,2,NA,NA,NA
"6380",43900,"15",5,2,56,1,1,1,4,2,1,5,8,27,6086,5200,1,1,8663,280,5200,3500,2,NA,2,NA,NA,NA
"6381",43900,"15",5,1,31,1,1,1,4,1,1,5,8,27,6086,5200,1,1,8663,280,5200,3500,2,NA,2,NA,NA,NA
"6382",43900,"15",5,2,28,1,1,1,4,2,1,5,8,27,6086,5200,1,1,8663,280,5200,3500,2,NA,2,NA,NA,NA
"6383",43900,"15",5,1,56,1,1,1,1,2,1,5,8,27,6086,5200,1,1,8663,280,5200,3500,1,3,NA,NA,NA,NA
"6384",43910,"15",4,2,22,2,1,1,2,NA,1,9,14,21.2000007629395,8320.25,5200,1,1,8663,280,5200,3500,NA,NA,NA,NA,NA,NA
"6385",43910,"15",4,1,46,1,1,1,1,2,1,5,8,21.2000007629395,8320.25,5200,1,1,8663,280,5200,3500,2,NA,2,NA,NA,NA
"6386",43910,"15",4,1,19,2,1,1,2,NA,1,6,12,21.2000007629395,8320.25,5200,1,1,8663,280,5200,3500,NA,NA,NA,NA,NA,NA
"6387",43910,"15",4,2,48,1,1,1,4,2,1,4,5,21.2000007629395,8320.25,5200,1,1,8663,280,5200,3500,2,NA,2,NA,NA,NA
"6388",43920,"15",5,2,38,1,0,1,4,2,3,5,8,85,12806.4,6400,2,1,5600,200,6400,3600,2,NA,1,2,NA,NA
"6389",43920,"15",5,1,41,1,0,1,4,2,3,5,8,85,12806.4,6400,2,1,5600,200,6400,3600,2,NA,2,2,NA,NA
"6390",43930,"15",3,2,25,2,0,1,NA,2,2,9,14,NA,1644.6,6400,2,1,5600,200,6400,3600,2,NA,2,2,NA,NA
"6391",43930,"15",3,2,57,4,0,1,NA,2,4,6,9,NA,1644.6,6400,2,1,5600,200,6400,3600,2,NA,1,2,NA,NA
"6392",43930,"15",3,1,27,2,0,1,NA,2,2,8,13,NA,1644.6,6400,2,1,5600,200,6400,3600,1,3,NA,2,NA,NA
"6393",43940,"15",5,2,59,4,0,1,4,2,4,1,NA,50,4068.4,6400,2,1,5600,200,6400,3600,2,NA,1,2,NA,NA
"6394",43940,"15",5,2,27,1,0,1,4,2,4,1,NA,50,4068.4,6400,2,1,5600,200,6400,3600,2,NA,5,2,NA,NA
"6395",43940,"15",5,2,22,2,0,1,4,2,3,5,NA,50,4068.4,6400,2,1,5600,200,6400,3600,2,NA,2,2,NA,NA
"6396",43940,"15",5,1,33,1,0,1,1,2,1,6,NA,50,4068.4,6400,2,1,5600,200,6400,3600,1,1,NA,2,NA,NA
"6397",43950,"15",3,2,38,1,0,1,4,2,3,5,8,30,2577.5,6400,2,1,5600,200,6400,3600,2,NA,5,2,NA,NA
"6398",43950,"15",3,1,41,1,0,1,4,2,3,5,8,30,2577.5,6400,2,1,5600,200,6400,3600,2,NA,2,2,NA,NA
"6399",43960,"15",4,2,48,1,0,1,4,2,3,4,5,70,2386.425,6400,2,1,5600,200,6400,3600,2,NA,1,2,NA,NA
"6400",43960,"15",4,1,46,1,0,1,4,2,2,5,8,70,2386.425,6400,2,1,5600,200,6400,3600,2,NA,5,2,NA,NA
"6401",43960,"15",4,1,22,2,0,1,4,2,2,5,9,70,2386.425,6400,2,1,5600,200,6400,3600,2,NA,2,2,NA,NA
"6402",43970,"15",3,1,44,1,0,1,4,2,4,1,1,85,6048.33333333333,6400,2,1,5600,200,6400,3600,2,NA,2,2,NA,NA
"6403",43970,"15",3,2,41,1,0,1,4,2,3,5,7,85,6048.33333333333,6400,2,1,5600,200,6400,3600,2,NA,5,2,NA,NA
"6404",43970,"15",3,1,20,2,0,1,2,NA,2,9,13,85,6048.33333333333,6400,2,1,5600,200,6400,3600,NA,NA,NA,2,NA,NA
"6405",43980,"15",5,2,19,2,0,1,4,2,3,5,8,60,3755.6,6400,2,1,5600,200,6400,3600,2,NA,2,2,NA,NA
"6406",43980,"15",5,1,16,2,0,1,4,NA,3,5,8,60,3755.6,6400,2,1,5600,200,6400,3600,NA,NA,NA,2,NA,NA
"6407",43980,"15",5,2,41,1,0,1,4,2,4,4,3,60,3755.6,6400,2,1,5600,200,6400,3600,2,NA,5,2,NA,NA
"6408",43980,"15",5,1,43,1,0,1,4,2,3,5,7,60,3755.6,6400,2,1,5600,200,6400,3600,2,NA,4,2,NA,NA
"6409",43980,"15",5,2,16,2,0,1,4,2,3,5,7,60,3755.6,6400,2,1,5600,200,6400,3600,2,NA,2,2,NA,NA
"6410",43990,"15",3,2,25,2,0,1,4,2,2,8,NA,50,6549.53333333333,6400,2,1,5600,200,6400,3600,2,NA,2,2,NA,NA
"6411",43990,"15",3,1,47,1,0,1,4,2,3,5,NA,50,6549.53333333333,6400,2,1,5600,200,6400,3600,2,NA,2,2,NA,NA
"6412",43990,"15",3,2,47,1,0,1,4,2,3,5,NA,50,6549.53333333333,6400,2,1,5600,200,6400,3600,2,NA,5,2,NA,NA
"6413",44000,"15",5,2,16,2,0,1,4,NA,2,5,8,60,1947.78,6400,2,1,5600,200,6400,3600,NA,NA,NA,2,NA,NA
"6414",44000,"15",5,2,40,1,0,1,4,2,4,4,6,60,1947.78,6400,2,1,5600,200,6400,3600,2,NA,5,2,NA,NA
"6415",44000,"15",5,1,38,1,0,1,4,2,3,5,9,60,1947.78,6400,2,1,5600,200,6400,3600,2,NA,2,2,NA,NA
"6416",44010,"15",4,2,55,4,0,1,4,2,4,4,3,60,2244.25,6400,2,1,5600,200,6400,3600,2,NA,1,2,NA,NA
"6417",44010,"15",4,1,30,2,0,1,4,2,3,6,12,60,2244.25,6400,2,1,5600,200,6400,3600,2,NA,2,2,NA,NA
"6418",44010,"15",4,1,29,2,0,1,4,2,3,5,8,60,2244.25,6400,2,1,5600,200,6400,3600,2,NA,2,2,NA,NA
"6419",44010,"15",4,1,25,2,0,1,4,NA,3,5,8,60,2244.25,6400,2,1,5600,200,6400,3600,2,NA,2,2,NA,NA
"6420",44020,"15",3,1,17,2,0,1,4,2,2,5,8,30,1766.66666666667,8000,2,1,13600,396,8000,5000,2,NA,3,2,NA,NA
"6421",44020,"15",3,2,38,1,0,1,4,2,3,5,8,30,1766.66666666667,8000,2,1,13600,396,8000,5000,2,NA,3,2,NA,NA
"6422",44020,"15",3,1,43,1,0,1,4,2,3,5,8,30,1766.66666666667,8000,2,1,13600,396,8000,5000,2,NA,3,2,NA,NA
"6423",44030,"15",5,2,47,1,0,1,NA,NA,4,4,5,50,1080.036,8000,2,1,13600,396,8000,5000,2,NA,3,2,NA,NA
"6424",44030,"15",5,1,48,1,0,1,NA,2,3,6,10,50,1080.036,8000,2,1,13600,396,8000,5000,2,NA,3,2,NA,NA
"6425",44030,"15",5,1,19,1,0,1,NA,2,2,5,8,50,1080.036,8000,2,1,13600,396,8000,5000,2,NA,3,2,NA,NA
"6426",44030,"15",5,2,18,1,0,1,NA,2,2,5,8,50,1080.036,8000,2,1,13600,396,8000,5000,2,NA,3,2,NA,NA
"6427",44030,"15",5,2,20,NA,0,1,NA,2,2,11,13,50,1080.036,8000,2,1,13600,396,8000,5000,NA,NA,NA,2,NA,NA
"6428",44040,"15",7,2,25,1,0,1,4,2,3,5,8,98,6894,8000,2,1,13600,396,8000,5000,2,NA,3,2,NA,NA
"6429",44040,"15",7,2,51,1,0,1,4,2,3,6,10,98,6894,8000,2,1,13600,396,8000,5000,2,NA,3,2,NA,NA
"6430",44040,"15",7,2,24,2,0,1,4,NA,2,9,NA,98,6894,8000,2,1,13600,396,8000,5000,NA,NA,NA,2,NA,NA
"6431",44040,"15",7,2,27,2,0,1,4,2,3,9,14,98,6894,8000,2,1,13600,396,8000,5000,2,NA,3,2,NA,NA
"6432",44040,"15",7,1,50,1,0,1,4,2,3,6,10,98,6894,8000,2,1,13600,396,8000,5000,2,NA,3,2,NA,NA
"6433",44040,"15",7,1,22,1,0,1,4,2,3,5,8,98,6894,8000,2,1,13600,396,8000,5000,2,NA,3,2,NA,NA
"6434",44050,"15",4,2,17,NA,0,1,4,NA,2,6,10,55,7579.25,8000,2,1,13600,396,8000,5000,NA,NA,NA,2,NA,NA
"6435",44050,"15",4,2,43,1,0,1,4,2,2,5,8,55,7579.25,8000,2,1,13600,396,8000,5000,2,NA,3,2,NA,NA
"6436",44050,"15",4,1,42,1,0,1,1,2,2,5,8,55,7579.25,8000,2,1,13600,396,8000,5000,2,NA,3,2,NA,NA
"6437",44060,"15",3,1,20,NA,0,1,4,2,2,5,8,52,11977.3333333333,8000,2,1,13600,396,8000,5000,2,NA,3,2,NA,NA
"6438",44060,"15",3,2,48,1,0,1,1,2,2,6,10,52,11977.3333333333,8000,2,1,13600,396,8000,5000,2,NA,3,2,NA,NA
"6439",44060,"15",3,1,47,1,0,1,1,2,2,6,10,52,11977.3333333333,8000,2,1,13600,396,8000,5000,2,NA,3,2,NA,NA
"6440",44070,"15",3,2,33,1,0,1,4,2,2,5,8,74,27069.3333333333,8000,2,1,13600,396,8000,5000,2,NA,3,2,NA,NA
"6441",44070,"15",3,1,32,1,0,1,4,2,2,5,8,74,27069.3333333333,8000,2,1,13600,396,8000,5000,2,NA,3,2,NA,NA
"6442",44080,"15",4,1,44,1,0,1,4,2,3,4,4,66,2690.75,8000,2,1,13600,396,8000,5000,2,NA,3,2,NA,NA
"6443",44080,"15",4,1,22,1,0,1,4,2,2,6,10,66,2690.75,8000,2,1,13600,396,8000,5000,2,NA,3,2,NA,NA
"6444",44080,"15",4,2,22,1,0,1,4,2,2,5,8,66,2690.75,8000,2,1,13600,396,8000,5000,2,NA,3,2,NA,NA
"6445",44080,"15",4,2,43,1,0,1,4,2,4,4,3,66,2690.75,8000,2,1,13600,396,8000,5000,2,NA,3,2,NA,NA
"6446",44090,"15",4,1,18,NA,0,1,4,2,2,6,10,47,1961.5,8000,2,1,13600,396,8000,5000,NA,NA,NA,2,NA,NA
"6447",44090,"15",4,2,40,1,0,1,4,2,3,6,10,47,1961.5,8000,2,1,13600,396,8000,5000,2,NA,3,2,NA,NA
"6448",44090,"15",4,1,43,1,0,1,4,2,2,6,10,47,1961.5,8000,2,1,13600,396,8000,5000,2,NA,3,2,NA,NA
"6449",44090,"15",4,1,16,NA,0,1,4,2,2,5,8,47,1961.5,8000,2,1,13600,396,8000,5000,NA,NA,NA,2,NA,NA
"6450",44100,"15",4,2,34,1,0,1,4,2,2,5,8,37,1596.25,8000,2,1,13600,396,8000,5000,2,NA,3,2,NA,NA
"6451",44100,"15",4,1,37,1,0,1,4,2,2,5,8,37,1596.25,8000,2,1,13600,396,8000,5000,2,NA,3,2,NA,NA
"6452",44110,"15",4,1,19,NA,0,1,4,2,2,6,11,75,4532.25,8000,2,1,13600,396,8000,5000,NA,NA,NA,2,NA,NA
"6453",44110,"15",4,1,43,1,0,1,4,2,2,5,7,75,4532.25,8000,2,1,13600,396,8000,5000,2,NA,3,2,NA,NA
"6454",44110,"15",4,2,45,1,0,1,4,2,2,5,8,75,4532.25,8000,2,1,13600,396,8000,5000,2,NA,3,2,NA,NA
"6455",44120,"15",3,1,39,1,0,1,4,2,2,4,5,65,1200.26666666865,7000,2,1,6940,204,7000,6000,2,NA,3,2,NA,NA
"6456",44120,"15",3,2,41,1,0,1,4,2,2,4,5,65,1200.26666666865,7000,2,1,6940,204,7000,6000,2,NA,3,2,NA,NA
"6457",44130,"15",3,2,30,1,0,1,4,2,2,5,8,75,6332.66666666667,7000,2,1,6940,204,7000,6000,2,NA,3,2,NA,NA
"6458",44130,"15",3,1,30,1,0,1,4,2,2,4,5,75,6332.66666666667,7000,2,1,6940,204,7000,6000,2,NA,3,2,NA,NA
"6459",44140,"15",4,1,39,1,0,1,4,2,2,4,NA,65,7239.25,7000,2,1,6940,204,7000,6000,2,NA,3,2,NA,NA
"6460",44140,"15",4,1,18,NA,0,1,4,2,3,5,NA,65,7239.25,7000,2,1,6940,204,7000,6000,2,NA,3,2,NA,NA
"6461",44140,"15",4,2,39,1,0,1,4,2,2,4,NA,65,7239.25,7000,2,1,6940,204,7000,6000,2,NA,3,2,NA,NA
"6462",44150,"15",4,2,30,2,0,1,4,2,2,5,8,82,7889,7000,2,1,6940,204,7000,6000,2,NA,3,2,NA,NA
"6463",44150,"15",4,1,33,1,0,1,4,2,2,5,8,82,7889,7000,2,1,6940,204,7000,6000,2,NA,3,2,NA,NA
"6464",44150,"15",4,2,29,1,0,1,4,2,2,5,8,82,7889,7000,2,1,6940,204,7000,6000,2,NA,3,2,NA,NA
"6465",44160,"15",6,2,36,1,0,1,4,2,2,5,8,80,3771,7000,2,1,6940,204,7000,6000,2,NA,3,2,NA,NA
"6466",44160,"15",6,1,38,1,0,1,4,2,2,5,8,80,3771,7000,2,1,6940,204,7000,6000,2,NA,3,2,NA,NA
"6467",44170,"15",4,1,47,1,0,1,4,2,2,5,NA,88,5559,7000,2,1,6940,204,7000,6000,2,NA,3,2,NA,NA
"6468",44170,"15",4,2,19,1,0,1,4,NA,2,5,NA,88,5559,7000,2,1,6940,204,7000,6000,2,NA,3,2,NA,NA
"6469",44170,"15",4,1,20,1,0,1,4,2,2,5,NA,88,5559,7000,2,1,6940,204,7000,6000,2,NA,3,2,NA,NA
"6470",44170,"15",4,2,47,1,0,1,4,2,2,5,NA,88,5559,7000,2,1,6940,204,7000,6000,2,NA,3,2,NA,NA
"6471",44180,"15",3,1,40,1,0,1,4,2,2,5,NA,65,25929,7000,2,1,6940,204,7000,6000,2,NA,3,2,NA,NA
"6472",44180,"15",3,2,42,1,0,1,4,2,2,5,NA,65,25929,7000,2,1,6940,204,7000,6000,2,NA,3,2,NA,NA
"6473",44190,"15",2,2,54,1,0,2,1,2,1,5,10,50,121160,7000,2,1,6940,204,7000,6000,2,NA,2,2,NA,NA
"6474",44190,"15",2,1,51,1,0,2,1,2,1,5,10,50,121160,7000,2,1,6940,204,7000,6000,2,NA,2,2,NA,NA
"6475",44200,"15",4,1,43,1,0,1,1,2,1,5,8,120,14373.75,7000,2,1,6940,204,7000,6000,2,NA,3,2,NA,NA
"6476",44200,"15",4,2,21,NA,0,1,4,NA,1,11,11,120,14373.75,7000,2,1,6940,204,7000,6000,NA,NA,NA,2,NA,NA
"6477",44200,"15",4,1,17,NA,0,1,4,NA,1,4,10,120,14373.75,7000,2,1,6940,204,7000,6000,NA,NA,NA,2,NA,NA
"6478",44200,"15",4,2,40,1,0,1,4,2,2,5,8,120,14373.75,7000,2,1,6940,204,7000,6000,2,NA,3,2,NA,NA
"6479",44210,"15",4,1,24,2,0,1,4,2,2,5,8,60,17393,7000,2,1,6940,204,7000,6000,2,NA,3,2,NA,NA
"6480",44210,"15",4,2,48,1,0,1,4,2,2,5,8,60,17393,7000,2,1,6940,204,7000,6000,2,NA,3,2,NA,NA
"6481",44210,"15",4,1,22,2,0,1,4,2,2,5,8,60,17393,7000,2,1,6940,204,7000,6000,NA,NA,NA,2,NA,NA
"6482",44210,"15",4,1,48,1,0,1,4,2,2,6,10,60,17393,7000,2,1,6940,204,7000,6000,2,NA,3,2,NA,NA
"6483",44220,"15",4,1,37,1,1,1,4,2,1,5,NA,90,10074.75,3000,2,1,14176,473,3000,1600,2,NA,2,NA,NA,NA
"6484",44220,"15",4,2,40,1,1,1,4,2,1,5,NA,90,10074.75,3000,2,1,14176,473,3000,1600,2,NA,2,NA,NA,NA
"6485",44230,"15",4,1,23,2,1,1,4,2,1,5,NA,102,8391.25,3000,2,1,14176,473,3000,1600,2,NA,1,NA,NA,NA
"6486",44230,"15",4,1,50,1,1,1,4,NA,1,5,NA,102,8391.25,3000,2,1,14176,473,3000,1600,2,NA,1,NA,NA,NA
"6487",44230,"15",4,2,47,1,1,1,4,2,1,5,NA,102,8391.25,3000,2,1,14176,473,3000,1600,2,NA,1,NA,NA,NA
"6488",44240,"15",1,1,46,4,1,1,4,2,1,4,5,20,13181,3000,2,1,14176,473,3000,1600,2,NA,1,NA,NA,NA
"6489",44250,"15",2,1,56,1,1,1,4,2,1,5,8,140,16222,3000,2,1,14176,473,3000,1600,2,NA,1,NA,NA,NA
"6490",44250,"15",2,2,58,1,1,1,4,2,1,5,8,140,16222,3000,2,1,14176,473,3000,1600,2,NA,1,NA,NA,NA
"6491",44260,"15",3,1,34,2,1,1,4,NA,1,5,NA,90,16039.3333333333,3000,2,1,14176,473,3000,1600,2,NA,1,NA,NA,NA
"6492",44260,"15",3,2,60,1,1,1,4,NA,1,4,NA,90,16039.3333333333,3000,2,1,14176,473,3000,1600,2,NA,1,NA,NA,NA
"6493",44270,"15",4,2,32,1,1,1,4,2,1,5,8,120,13422.75,3000,2,1,14176,473,3000,1600,2,NA,1,NA,NA,NA
"6494",44270,"15",4,2,60,1,1,1,4,2,1,4,5,120,13422.75,3000,2,1,14176,473,3000,1600,2,NA,1,NA,NA,NA
"6495",44270,"15",4,2,35,1,1,1,4,2,1,5,8,120,13422.75,3000,2,1,14176,473,3000,1600,2,NA,1,NA,NA,NA
"6496",44280,"15",3,2,38,1,1,1,4,2,1,5,NA,NA,10983.3333333333,3000,2,1,14176,473,3000,1600,2,NA,1,NA,NA,NA
"6497",44280,"15",3,1,36,1,1,1,4,2,1,5,NA,NA,10983.3333333333,3000,2,1,14176,473,3000,1600,2,NA,1,NA,NA,NA
"6498",44290,"15",4,2,47,1,1,1,4,2,1,4,5,NA,11316,3000,2,1,14176,473,3000,1600,2,NA,1,NA,NA,NA
"6499",44290,"15",4,2,27,2,1,1,4,2,1,5,8,NA,11316,3000,2,1,14176,473,3000,1600,2,NA,1,NA,NA,NA
"6500",44290,"15",4,1,25,2,1,1,4,2,1,5,8,NA,11316,3000,2,1,14176,473,3000,1600,2,NA,1,NA,NA,NA
"6501",44290,"15",4,1,60,1,1,1,4,2,1,4,5,NA,11316,3000,2,1,14176,473,3000,1600,2,NA,1,NA,NA,NA
"6502",44300,"15",3,2,51,1,1,1,4,2,1,4,5,29,3875.66666666667,3540,2,2,8500,305,3540,2280,2,NA,NA,2,NA,NA
"6503",44300,"15",3,1,18,2,1,1,4,2,1,6,10,29,3875.66666666667,3540,2,2,8500,305,3540,2280,2,NA,NA,2,NA,NA
"6504",44300,"15",3,1,48,1,1,1,4,2,1,5,8,29,3875.66666666667,3540,2,2,8500,305,3540,2280,2,NA,NA,2,NA,NA
"6505",44310,"15",5,1,36,2,0,1,4,2,1,5,8,45,25240,8000,1,1,3960,213,8000,4200,1,3,NA,1,2,95
"6506",44310,"15",5,2,36,2,1,1,1,2,1,5,8,45,25240,8000,1,1,3960,213,8000,4200,2,NA,1,1,2,95
"6507",44320,"15",3,2,42,1,1,1,4,2,1,5,8,14,5600,8000,1,1,3960,213,8000,4200,2,NA,1,1,2,95
"6508",44320,"15",3,1,19,2,1,1,4,NA,1,9,14,14,5600,8000,1,1,3960,213,8000,4200,NA,NA,NA,1,2,95
"6509",44320,"15",3,1,43,1,1,1,1,2,1,5,8,14,5600,8000,1,1,3960,213,8000,4200,1,3,NA,1,2,95
"6510",44330,"15",5,1,54,1,0,1,4,2,1,5,8,23,6160,8000,1,1,3960,213,8000,4200,2,NA,1,1,2,95
"6511",44330,"15",5,1,27,1,0,1,4,1,1,5,8,23,6160,8000,1,1,3960,213,8000,4200,1,3,NA,1,2,95
"6512",44330,"15",5,2,29,1,1,1,4,1,1,5,8,23,6160,8000,1,1,3960,213,8000,4200,2,NA,1,1,2,95
"6513",44330,"15",5,2,55,1,1,1,4,2,1,5,8,23,6160,8000,1,1,3960,213,8000,4200,2,NA,1,1,2,95
"6514",44340,"15",5,1,24,1,1,1,1,1,1,5,8,24,3200,8000,1,1,3960,213,8000,4200,2,NA,1,1,2,95
"6515",44340,"15",5,2,51,1,1,1,1,2,1,5,8,24,3200,8000,1,1,3960,213,8000,4200,2,NA,1,1,2,95
"6516",44340,"15",5,1,51,1,1,1,1,1,1,5,8,24,3200,8000,1,1,3960,213,8000,4200,2,NA,1,1,2,95
"6517",44340,"15",5,2,25,1,1,1,1,2,1,5,8,24,3200,8000,1,1,3960,213,8000,4200,2,NA,1,1,2,95
"6518",44350,"15",5,1,58,1,1,1,1,2,1,5,8,32,5680,8000,1,1,3960,213,8000,4200,2,NA,1,1,2,95
"6519",44350,"15",5,2,29,1,0,1,1,2,1,5,8,32,5680,8000,1,1,3960,213,8000,4200,2,NA,1,1,2,95
"6520",44350,"15",5,2,58,1,1,1,1,2,1,5,8,32,5680,8000,1,1,3960,213,8000,4200,2,NA,1,1,2,95
"6521",44350,"15",5,1,30,1,1,1,1,1,1,5,8,32,5680,8000,1,1,3960,213,8000,4200,1,3,NA,1,2,95
"6522",44360,"15",2,1,60,1,1,1,4,2,1,5,8,9.5,8400,8000,1,1,3960,213,8000,4200,2,NA,1,1,2,95
"6523",44370,"15",4,1,52,1,1,1,4,1,1,5,8,24,5200,8000,1,1,3960,213,8000,4200,2,NA,1,1,2,95
"6524",44370,"15",4,2,24,1,1,1,4,2,1,5,9,24,5200,8000,1,1,3960,213,8000,4200,2,NA,1,1,2,95
"6525",44370,"15",4,2,52,1,1,1,4,2,1,5,8,24,5200,8000,1,1,3960,213,8000,4200,2,NA,1,1,2,95
"6526",44370,"15",4,1,25,1,1,2,4,2,1,5,9,24,5200,8000,1,1,3960,213,8000,4200,2,NA,1,1,2,95
"6527",44380,"15",5,2,29,1,1,NA,4,2,1,5,9,24,3680,8000,1,1,3960,213,8000,4200,2,NA,1,1,2,95
"6528",44380,"15",5,1,31,1,1,NA,4,2,1,5,9,24,3680,8000,1,1,3960,213,8000,4200,1,3,NA,1,2,95
"6529",44390,"15",4,1,44,1,1,1,4,2,1,5,8,30,5750,8000,1,1,3960,213,8000,4200,2,NA,1,1,2,95
"6530",44390,"15",4,2,42,1,1,1,4,2,1,5,8,30,5750,8000,1,1,3960,213,8000,4200,2,NA,1,1,2,95
"6531",44390,"15",4,2,20,2,1,1,4,1,1,5,9,30,5750,8000,1,1,3960,213,8000,4200,1,3,NA,1,2,95
"6532",44400,"15",3,1,33,1,1,1,4,2,1,5,9,13,3053.33333333333,8000,1,1,3960,213,8000,4200,2,NA,1,1,2,95
"6533",44400,"15",3,2,32,1,1,1,4,1,1,5,9,13,3053.33333333333,8000,1,1,3960,213,8000,4200,2,NA,1,1,2,95
"6534",44410,"15",4,1,39,1,1,1,4,2,2,5,8,9,5297.75,5037,1,2,3100,276,5037,3090,2,NA,6,1,2,100
"6535",44410,"15",4,2,33,1,1,1,4,2,2,4,5,9,5297.75,5037,1,2,3100,276,5037,3090,2,NA,6,1,2,100
"6536",44420,"15",3,1,18,2,1,1,4,2,2,5,8,8,6624.66666666667,5037,1,2,3100,276,5037,3090,2,NA,6,1,2,100
"6537",44420,"15",3,1,45,1,1,1,4,2,2,5,8,8,6624.66666666667,5037,1,2,3100,276,5037,3090,2,NA,6,1,2,100
"6538",44420,"15",3,2,41,1,1,1,4,2,2,5,8,8,6624.66666666667,5037,1,2,3100,276,5037,3090,2,NA,6,1,2,100
"6539",44430,"15",2,1,45,1,1,1,4,2,2,5,8,9,6790,5037,1,2,3100,276,5037,3090,2,NA,6,1,2,100
"6540",44430,"15",2,2,48,1,1,1,4,2,2,5,8,9,6790,5037,1,2,3100,276,5037,3090,2,NA,6,1,2,100
"6541",44440,"15",4,1,27,2,1,1,2,2,1,5,NA,45,10157.5,5650,2,2,14000,446,5650,3280,2,NA,6,2,NA,NA
"6542",44440,"15",4,1,19,2,1,1,2,NA,1,6,11,45,10157.5,5650,2,2,14000,446,5650,3280,NA,NA,NA,2,NA,NA
"6543",44440,"15",4,2,50,1,1,1,4,2,1,5,NA,45,10157.5,5650,2,2,14000,446,5650,3280,2,NA,6,2,NA,NA
"6544",44440,"15",4,1,52,1,1,1,4,2,1,6,NA,45,10157.5,5650,2,2,14000,446,5650,3280,2,NA,6,2,NA,NA
"6545",44450,"15",4,1,37,1,1,1,4,2,1,5,NA,33.5,4290,5650,2,2,14000,446,5650,3280,2,NA,6,2,NA,NA
"6546",44450,"15",4,2,35,1,1,1,4,2,1,4,NA,33.5,4290,5650,2,2,14000,446,5650,3280,2,NA,6,2,NA,NA
"6547",44460,"15",4,2,26,1,1,1,4,2,1,5,NA,15,1904,5650,2,2,14000,446,5650,3280,2,NA,6,2,NA,NA
"6548",44460,"15",4,1,26,1,1,1,2,2,1,5,NA,15,1904,5650,2,2,14000,446,5650,3280,2,NA,6,2,NA,NA
"6549",44460,"15",4,2,56,1,1,1,4,2,1,1,NA,15,1904,5650,2,2,14000,446,5650,3280,2,NA,6,2,NA,NA
"6550",44470,"15",2,2,57,1,1,1,4,2,1,1,NA,10,1962.5,5650,2,2,14000,446,5650,3280,2,NA,6,2,NA,NA
"6551",44480,"15",4,2,40,1,1,1,4,2,1,6,NA,20,4175.75,5650,2,2,14000,446,5650,3280,2,NA,6,2,NA,NA
"6552",44480,"15",4,1,38,1,1,1,4,2,1,4,NA,20,4175.75,5650,2,2,14000,446,5650,3280,2,NA,6,2,NA,NA
"6553",44480,"15",4,1,16,2,1,1,2,NA,1,5,9,20,4175.75,5650,2,2,14000,446,5650,3280,NA,NA,NA,2,NA,NA
"6554",44490,"15",3,2,38,1,1,1,4,2,1,4,NA,33,8646,5650,2,2,14000,446,5650,3280,2,NA,6,2,NA,NA
"6555",44490,"15",3,1,43,1,1,1,4,2,1,4,NA,33,8646,5650,2,2,14000,446,5650,3280,2,NA,6,2,NA,NA
"6556",44500,"15",3,1,33,1,1,1,4,2,1,5,NA,20,4010.33333333333,5650,2,2,14000,446,5650,3280,2,NA,6,2,NA,NA
